Token,Nodes,Smart_Contract_Flags,Dates,Temporal_Distance
2512,"[442352, 90691, 12, 446709]","(0, 0, 0, 0)","['2020-01-15', '2020-02-23']",[39]
2554,"[504753, 448842, 12, 449509]","(0, 0, 0, 0)","['2020-02-13', '2020-02-14']",[1]
3050,"[154960, 474986, 12, 465989]","(0, 0, 0, 0)","['2020-02-16', '2020-02-23']",[7]
3224,"[425456, 12, 467877, 150991]","(0, 0, 0, 0)","['2020-02-18', '2020-04-11']",[53]
1955,"[526560, 102083, 12, 406087]","(0, 0, 0, 1)","['2020-03-03', '2020-03-29']",[26]
3863,"[206748, 12, 434797, 443047]","(0, 0, 0, 0)","['2020-03-09', '2020-03-30']",[21]
266,"[7162, 72547, 447594, 14278]","(0, 1, 0, 0)","['2020-03-10', '2020-03-13']",[3]
829,"[162512, 500074, 162516, 225422]","(0, 0, 0, 1)","['2020-03-27', '2020-04-01']",[5]
3379,"[426545, 417634, 12, 417633]","(0, 0, 0, 0)","['2020-03-27', '2020-03-30']",[3]
4279,"[542864, 542859, 12, 542861]","(0, 0, 0, 0)","['2020-04-05', '2020-04-07']",[2]
4279,"[543644, 543643, 12, 543647]","(0, 0, 0, 0)","['2020-04-09', '2020-04-10', '2020-04-16', '2020-04-20', '2020-04-21', '2020-05-06', '2020-05-09', '2020-05-15', '2020-05-19', '2020-05-21', '2020-05-29', '2020-05-30', '2020-06-15', '2020-06-19']","[1, 6, 4, 1, 15, 3, 6, 4, 2, 8, 1, 16, 4]"
2427,"[104291, 12, 550141, 438222]","(0, 0, 0, 1)","['2020-04-25', '2020-04-26']",[1]
1867,"[537921, 399545, 12, 401165]","(0, 1, 0, 0)","['2020-04-27', '2020-05-18']",[21]
2427,"[507689, 104291, 12, 438222]","(0, 0, 0, 1)","['2020-04-29', '2020-04-30']",[1]
2427,"[547672, 104291, 12, 438222]","(0, 0, 0, 1)","['2020-05-02', '2020-05-05']",[3]
3543,"[54690, 478835, 12, 435005]","(0, 0, 0, 0)","['2020-05-08', '2020-05-21']",[13]
2237,"[442387, 12, 235534, 235071]","(0, 0, 0, 0)","['2020-05-30', '2020-10-03']",[126]
3379,"[426545, 548555, 12, 543231]","(0, 0, 0, 0)","['2020-06-02', '2020-06-04']",[2]
983,"[49842, 186091, 12, 95599]","(0, 0, 0, 0)","['2020-06-04', '2020-07-07']",[33]
4936,"[529705, 12, 560501, 7807]","(0, 0, 0, 0)","['2020-06-11', '2020-11-11']",[153]
3874,"[454671, 12, 532757, 495940]","(0, 0, 0, 0)","['2020-06-19', '2020-07-01']",[12]
2922,"[463760, 568738, 12, 462062]","(0, 0, 0, 0)","['2020-06-22', '2020-06-24']",[2]
1486,"[430087, 12, 446990, 158335]","(0, 0, 0, 0)","['2020-06-27', '2020-07-31']",[34]
3774,"[174540, 12, 151661, 559447]","(0, 0, 0, 0)","['2020-07-03', '2020-08-05']",[33]
3631,"[538393, 538330, 537483, 507002]","(0, 0, 0, 0)","['2020-07-16', '2021-01-14']",[182]
4279,"[568520, 12, 568525, 568527]","(0, 0, 0, 0)","['2020-07-28', '2020-07-29']",[1]
4974,"[473201, 582571, 12, 583407]","(0, 0, 0, 0)","['2020-09-21', '2020-12-02']",[72]
6049,"[417498, 609779, 558378, 609786]","(0, 0, 0, 0)","['2020-09-25', '2020-09-28']",[3]
6458,"[678057, 540531, 12, 677743]","(1, 0, 0, 1)","['2020-10-20', '2020-10-21', '2020-10-22', '2020-10-26', '2020-10-29', '2020-11-04', '2020-11-29', '2020-12-24', '2020-12-28', '2021-01-05', '2021-02-02', '2021-02-18', '2021-03-10', '2021-03-11', '2021-03-29', '2021-04-19', '2021-05-02', '2021-05-05', '2021-05-14', '2021-05-31', '2021-06-02', '2021-08-03', '2021-08-11', '2021-08-12', '2021-08-30', '2021-09-03', '2021-09-16', '2021-09-22', '2021-09-23', '2021-10-08', '2021-10-20', '2021-10-27', '2021-11-15', '2021-11-24', '2021-11-29', '2021-12-16', '2022-01-24', '2022-01-25', '2022-03-08', '2022-04-22', '2022-05-16', '2022-06-23', '2022-10-19', '2022-10-31', '2022-11-05', '2023-02-02', '2023-02-07', '2023-02-09', '2023-02-10', '2023-02-21', '2023-02-28', '2023-03-23', '2023-04-13', '2023-04-14', '2023-04-26', '2023-05-04', '2023-05-08', '2023-05-22', '2023-05-24', '2023-06-09', '2023-06-13', '2023-06-16', '2023-06-21', '2023-07-11', '2023-08-14']","[1, 1, 4, 3, 6, 25, 25, 4, 8, 28, 16, 20, 1, 18, 21, 13, 3, 9, 17, 2, 62, 8, 1, 18, 4, 13, 6, 1, 15, 12, 7, 19, 9, 5, 17, 39, 1, 42, 45, 24, 38, 118, 12, 5, 89, 5, 2, 1, 11, 7, 23, 21, 1, 12, 8, 4, 14, 2, 16, 4, 3, 5, 20, 34]"
1743,"[681393, 679050, 12, 679052]","(0, 0, 0, 0)","['2020-10-26', '2020-10-27']",[1]
1049,"[12, 190452, 175805, 543301]","(0, 0, 0, 0)","['2020-11-18', '2020-11-19', '2020-11-25', '2020-11-26', '2020-11-27', '2020-12-29', '2020-12-30']","[1, 6, 1, 1, 32, 1]"
4713,"[572576, 550796, 12, 436006]","(0, 0, 0, 0)","['2020-11-18', '2020-11-22']",[4]
2191,"[95249, 12, 531693, 428686]","(0, 0, 0, 0)","['2020-11-20', '2020-12-10', '2021-01-12', '2021-01-13']","[20, 33, 1]"
6557,"[690600, 690738, 690549, 680190]","(0, 0, 1, 0)","['2020-11-21', '2020-11-25']",[4]
669,"[192200, 108217, 12, 94729]","(1, 0, 0, 0)","['2020-11-29', '2020-12-02']",[3]
2916,"[461684, 550801, 12, 461686]","(1, 0, 0, 1)","['2020-12-01', '2020-12-04']",[3]
6458,"[692145, 692146, 12, 691054]","(1, 1, 0, 0)","['2020-12-04', '2020-12-31', '2021-01-09', '2021-01-25', '2021-02-01', '2021-02-26', '2021-02-27', '2021-04-10', '2021-05-03', '2021-05-15', '2021-05-16', '2021-07-05', '2021-07-06', '2021-08-01', '2021-09-14', '2022-04-02']","[27, 9, 16, 7, 25, 1, 42, 23, 12, 1, 50, 1, 26, 44, 200]"
7424,"[717120, 148851, 12, 717439]","(1, 0, 0, 0)","['2021-01-05', '2021-01-06']",[1]
6458,"[708872, 708859, 12, 709083]","(1, 0, 0, 1)","['2021-01-12', '2021-03-03']",[50]
6458,"[718355, 717995, 12, 718356]","(1, 0, 0, 1)","['2021-02-17', '2022-11-02', '2022-12-07', '2022-12-21', '2023-01-06']","[623, 35, 14, 16]"
6458,"[709448, 711634, 705290, 12]","(1, 1, 0, 0)","['2021-02-24', '2021-03-09', '2021-04-04', '2021-08-04', '2021-09-08', '2021-09-10', '2022-03-17', '2022-07-08', '2022-11-29', '2022-12-06', '2022-12-08', '2022-12-23', '2023-01-07', '2023-01-16', '2023-01-19', '2023-02-22', '2023-03-01', '2023-03-21', '2023-04-05', '2023-04-27', '2023-04-28', '2023-05-12', '2023-06-07', '2023-06-15', '2023-06-20', '2023-06-26', '2023-06-29', '2023-07-25', '2023-08-21', '2023-09-01', '2023-09-07', '2023-09-08', '2023-09-15', '2023-09-26', '2023-10-06', '2023-10-13', '2023-10-17', '2023-10-19', '2023-10-26', '2023-11-24']","[13, 26, 122, 35, 2, 188, 113, 144, 7, 2, 15, 15, 9, 3, 34, 7, 20, 15, 22, 1, 14, 26, 8, 5, 6, 3, 26, 27, 11, 6, 1, 7, 11, 10, 7, 4, 2, 7, 29]"
1061,"[186449, 821538, 12, 752718]","(1, 0, 0, 0)","['2021-03-24', '2021-03-25']",[1]
5947,"[764811, 12, 832870, 604079]","(1, 0, 0, 1)","['2021-04-07', '2021-04-08']",[1]
8683,"[869824, 12, 720245, 583270]","(0, 0, 0, 0)","['2021-04-16', '2021-04-17', '2021-05-06']","[1, 19]"
8331,"[850129, 745418, 12, 742389]","(0, 0, 0, 0)","['2021-04-19', '2021-04-21']",[2]
2916,"[461684, 445546, 12, 461686]","(1, 0, 0, 1)","['2021-04-25', '2021-06-17', '2021-07-01', '2021-07-08']","[53, 14, 7]"
7725,"[881449, 843122, 745373, 732662]","(0, 0, 0, 0)","['2021-04-28', '2021-04-29']",[1]
657,"[581350, 12, 107046, 761900]","(0, 0, 0, 0)","['2021-05-03', '2021-05-08', '2021-06-08']","[5, 31]"
6839,"[606024, 870145, 592058, 12]","(0, 0, 0, 0)","['2021-05-11', '2021-08-26']",[107]
6839,"[606024, 592058, 12, 811030]","(0, 0, 0, 0)","['2021-05-13', '2021-08-23']",[102]
2916,"[461684, 12, 597021, 461686]","(1, 0, 0, 1)","['2021-05-31', '2021-06-10']",[10]
3863,"[216812, 12, 544614, 901167]","(0, 0, 0, 0)","['2021-06-01', '2021-07-01']",[30]
10058,"[952953, 924892, 12, 953046]","(0, 0, 0, 1)","['2021-06-01', '2021-07-29']",[58]
6458,"[960449, 12, 956245, 958854]","(1, 0, 0, 1)","['2021-06-05', '2021-12-12']",[190]
2916,"[461684, 12, 462100, 461686]","(1, 0, 0, 1)","['2021-06-08', '2021-06-28']",[20]
2916,"[461684, 95049, 12, 461686]","(1, 0, 0, 1)","['2021-06-20', '2021-06-27']",[7]
7056,"[746257, 699610, 677620, 699837]","(0, 0, 0, 0)","['2021-06-20', '2021-08-26']",[67]
3863,"[216812, 235663, 12, 901167]","(0, 0, 0, 0)","['2021-07-04', '2021-07-07']",[3]
7586,"[717193, 1021692, 12, 981694]","(0, 0, 0, 0)","['2021-07-09', '2021-08-06']",[28]
11324,"[902968, 1036049, 12, 1041390]","(0, 0, 0, 0)","['2021-07-16', '2021-07-22', '2021-07-28', '2021-07-30', '2021-08-11']","[6, 6, 2, 12]"
10631,"[990900, 12, 1024342, 1052551]","(0, 0, 0, 0)","['2021-07-21', '2021-07-24']",[3]
5947,"[626156, 12, 625293, 604079]","(0, 0, 0, 1)","['2021-07-23', '2021-07-25']",[2]
8600,"[800064, 1019214, 888941, 1051142]","(1, 0, 1, 0)","['2021-07-24', '2021-07-25']",[1]
11519,"[1062145, 938342, 951771, 937902]","(1, 0, 0, 0)","['2021-07-26', '2021-08-11']",[16]
10749,"[1073904, 1055913, 12, 427886]","(0, 0, 0, 0)","['2021-07-30', '2021-07-31', '2021-08-01', '2021-08-02']","[1, 1, 1]"
12254,"[1109194, 1109196, 12, 836663]","(1, 1, 0, 0)","['2021-08-09', '2021-08-22']",[13]
11133,"[1019387, 1055251, 12, 95295]","(1, 0, 0, 0)","['2021-08-16', '2021-08-26']",[10]
11324,"[1057504, 1036049, 12, 1077037]","(0, 0, 0, 0)","['2021-08-17', '2021-08-28']",[11]
12635,"[1150712, 1150834, 12, 987653]","(0, 0, 0, 0)","['2021-08-17', '2021-08-18']",[1]
12254,"[1109194, 1762, 1109196, 12]","(1, 0, 1, 0)","['2021-08-19', '2021-12-29', '2022-03-01']","[132, 62]"
10337,"[1172928, 923869, 923870, 1172959]","(1, 0, 0, 1)","['2021-08-22', '2021-12-18']",[118]
12254,"[1091049, 1109194, 1109196, 12]","(0, 1, 1, 0)","['2021-08-24', '2021-09-17']",[24]
7475,"[1070736, 12, 933709, 716191]","(0, 0, 0, 0)","['2021-08-27', '2021-09-17', '2021-10-01']","[21, 14]"
12254,"[1109194, 12, 1109196, 1188709]","(1, 0, 1, 0)","['2021-08-28', '2021-10-22']",[55]
13135,"[1215313, 1214106, 1209308, 12]","(0, 0, 0, 0)","['2021-08-28', '2021-08-29']",[1]
12362,"[1245916, 638475, 12, 1245917]","(1, 0, 0, 1)","['2021-09-01', '2021-09-02', '2022-01-30']","[1, 150]"
6038,"[1358088, 699730, 625557, 618926]","(0, 0, 0, 0)","['2021-09-10', '2022-01-31']",[143]
12254,"[1109194, 1278483, 1109196, 12]","(1, 0, 1, 0)","['2021-09-18', '2021-09-19', '2021-10-01']","[1, 12]"
12254,"[1109194, 1351226, 1109196, 12]","(1, 1, 1, 0)","['2021-09-20', '2021-09-22']",[2]
5947,"[1458898, 1459395, 12, 604079]","(0, 0, 0, 1)","['2021-09-25', '2021-09-29']",[4]
6458,"[714919, 994593, 12, 994151]","(1, 1, 0, 0)","['2021-09-26', '2022-01-16']",[112]
12254,"[1109194, 12, 1109196, 688677]","(1, 0, 1, 0)","['2021-09-28', '2021-12-10']",[73]
12254,"[1109194, 1109196, 12, 747359]","(1, 1, 0, 0)","['2021-10-04', '2021-10-17', '2021-10-19', '2021-11-11', '2021-11-19', '2021-11-22', '2021-12-18', '2022-01-17', '2022-08-03']","[13, 2, 23, 8, 3, 26, 30, 198]"
12254,"[1109194, 12, 1109196, 713228]","(1, 0, 1, 0)","['2021-10-05', '2021-10-06', '2021-10-12', '2022-01-23']","[1, 6, 103]"
13989,"[2328, 112057, 1451042, 1045073]","(0, 0, 1, 0)","['2021-10-08', '2021-10-17']",[9]
16617,"[171073, 1132643, 882339, 12]","(0, 1, 0, 0)","['2021-10-21', '2021-12-02']",[42]
7804,"[868160, 1017369, 12, 1654549]","(1, 0, 0, 1)","['2021-10-23', '2021-10-25']",[2]
12362,"[1245916, 12, 1245917, 821823]","(1, 0, 1, 0)","['2021-10-25', '2021-12-17']",[53]
18173,"[1673580, 1672874, 12, 1673685]","(0, 0, 0, 0)","['2021-10-25', '2021-10-26', '2021-11-10']","[1, 15]"
18036,"[1219368, 975969, 1127674, 12]","(0, 0, 0, 0)","['2021-10-29', '2021-11-03']",[5]
12254,"[1109194, 12, 1109196, 1641781]","(1, 0, 1, 0)","['2021-10-30', '2021-11-27']",[28]
9615,"[12, 968365, 951686, 951543]","(0, 0, 1, 0)","['2021-10-31', '2021-11-01', '2021-11-14']","[1, 13]"
12254,"[1109194, 1109196, 12, 1110007]","(1, 1, 0, 0)","['2021-11-03', '2021-11-13']",[10]
12254,"[1109194, 12, 1109196, 1143037]","(1, 0, 1, 0)","['2021-11-09', '2021-11-10', '2021-11-12']","[1, 2]"
17983,"[1649, 12, 1813, 909567]","(0, 0, 0, 1)","['2021-11-25', '2022-05-14']",[170]
12254,"[1109194, 725571, 1109196, 12]","(1, 0, 1, 0)","['2021-11-29', '2021-12-01', '2021-12-04', '2021-12-07', '2022-01-03']","[2, 3, 3, 27]"
20651,"[808548, 12, 723212, 1108839]","(0, 0, 1, 0)","['2021-12-06', '2021-12-07']",[1]
18107,"[681677, 1255171, 1657325, 647734]","(0, 0, 0, 0)","['2021-12-10', '2022-01-23']",[44]
22029,"[808548, 723212, 12, 1452367]","(0, 1, 0, 0)","['2021-12-14', '2022-01-08']",[25]
22106,"[808548, 12, 723212, 811998]","(0, 0, 1, 0)","['2021-12-14', '2021-12-15']",[1]
21894,"[2086057, 1494763, 12, 2089764]","(0, 0, 0, 0)","['2021-12-16', '2021-12-17']",[1]
22455,"[808548, 1055649, 12, 723212]","(0, 0, 0, 1)","['2021-12-16', '2021-12-17', '2021-12-20']","[1, 3]"
22690,"[1068250, 12, 2080550, 909567]","(0, 0, 1, 1)","['2021-12-17', '2021-12-20']",[3]
22595,"[808548, 723212, 12, 976031]","(0, 1, 0, 0)","['2021-12-18', '2021-12-21', '2021-12-26', '2021-12-29', '2022-01-03', '2022-01-07', '2022-01-08', '2022-01-18', '2022-01-21', '2022-01-26', '2022-02-02']","[3, 5, 3, 5, 4, 1, 10, 3, 5, 7]"
22690,"[12, 704813, 2080550, 909567]","(0, 0, 1, 1)","['2021-12-18', '2021-12-21', '2021-12-24', '2022-02-23']","[3, 3, 61]"
22655,"[808548, 723212, 12, 1108839]","(0, 1, 0, 0)","['2021-12-19', '2021-12-22', '2021-12-24']","[3, 2]"
12362,"[1898776, 1898777, 1245917, 1898775]","(1, 1, 1, 1)","['2021-12-20', '2022-01-22']",[33]
22595,"[808548, 12, 723212, 976031]","(0, 0, 1, 0)","['2021-12-20', '2021-12-27', '2021-12-28', '2021-12-31', '2022-01-02', '2022-01-06']","[7, 1, 3, 2, 4]"
21257,"[808548, 1093505, 723212, 12]","(0, 0, 1, 0)","['2021-12-21', '2021-12-29']",[8]
22177,"[1658376, 12, 723212, 808548]","(0, 0, 1, 0)","['2021-12-22', '2021-12-23']",[1]
22455,"[808548, 1055649, 723212, 12]","(0, 0, 1, 0)","['2021-12-23', '2022-01-04']",[12]
13227,"[2181203, 12, 1167118, 1208023]","(1, 0, 0, 0)","['2021-12-24', '2021-12-25']",[1]
22856,"[808548, 1024131, 12, 723212]","(0, 0, 0, 1)","['2021-12-25', '2021-12-26']",[1]
23444,"[808548, 723212, 12, 2055765]","(0, 1, 0, 0)","['2021-12-25', '2021-12-26']",[1]
23975,"[808548, 723212, 12, 1159365]","(0, 1, 0, 0)","['2021-12-25', '2021-12-26']",[1]
23993,"[808548, 1074323, 12, 723212]","(0, 0, 0, 1)","['2021-12-25', '2021-12-26', '2021-12-28', '2021-12-29', '2022-01-04', '2022-01-06', '2022-01-07', '2022-04-18', '2022-04-20', '2022-06-21', '2022-09-13']","[1, 2, 1, 6, 2, 1, 101, 2, 62, 84]"
20274,"[1225408, 1198881, 1328979, 12]","(0, 0, 0, 0)","['2021-12-26', '2021-12-27', '2022-01-02', '2022-01-04', '2022-01-13', '2022-01-14', '2022-01-16']","[1, 6, 2, 9, 1, 2]"
23885,"[808548, 723212, 12, 1971197]","(0, 1, 0, 0)","['2021-12-26', '2022-01-06', '2022-02-08']","[11, 33]"
12254,"[1109194, 2174634, 1109196, 12]","(1, 0, 1, 0)","['2021-12-27', '2021-12-28', '2022-01-24', '2022-02-23', '2022-05-21', '2022-08-06', '2022-09-13', '2022-09-17', '2022-10-15', '2022-10-30']","[1, 27, 30, 87, 77, 38, 4, 28, 15]"
24132,"[808548, 723212, 12, 1059677]","(0, 1, 0, 0)","['2021-12-27', '2021-12-28', '2021-12-29', '2022-01-03', '2022-01-04', '2022-01-05', '2022-01-07', '2022-01-25', '2022-03-19']","[1, 1, 5, 1, 1, 2, 18, 53]"
24137,"[808548, 723212, 12, 1856646]","(0, 1, 0, 0)","['2021-12-27', '2021-12-28']",[1]
24207,"[808548, 1071636, 723212, 12]","(0, 0, 1, 0)","['2021-12-28', '2022-01-06']",[9]
23131,"[808548, 2116105, 12, 723212]","(0, 0, 0, 1)","['2021-12-30', '2021-12-31', '2022-01-01', '2022-01-03']","[1, 1, 2]"
24595,"[2121712, 12, 723212, 808548]","(0, 0, 1, 0)","['2021-12-31', '2022-01-03', '2022-01-23', '2022-03-02', '2022-08-18']","[3, 20, 38, 169]"
24618,"[1490312, 12, 723212, 808548]","(0, 0, 1, 0)","['2021-12-31', '2022-01-04', '2022-01-06']","[4, 2]"
24132,"[808548, 12, 723212, 1059677]","(0, 0, 1, 0)","['2022-01-01', '2022-01-02', '2022-01-06', '2022-03-14']","[1, 4, 67]"
24595,"[808548, 2121712, 723212, 12]","(0, 0, 1, 0)","['2022-01-01', '2022-01-05', '2022-01-06', '2022-01-22']","[4, 1, 16]"
24823,"[808548, 1108065, 723212, 12]","(0, 0, 1, 0)","['2022-01-02', '2022-01-04']",[2]
8062,"[796202, 1199315, 770301, 770547]","(0, 1, 0, 0)","['2022-01-04', '2022-01-16']",[12]
24848,"[808548, 723212, 12, 2257568]","(0, 1, 0, 0)","['2022-01-04', '2022-01-10']",[6]
