Token,Nodes,Smart_Contract_Flags,Dates,Temporal_Distance
22690,"(704813, 909567, 2080550)","(0, 1, 1)","['2021-12-18', '2021-12-21', '2021-12-24', '2022-02-23']","[3, 3, 61]"
16790,"(2330997, 3107779, 3127900)","(0, 1, 0)","['2022-04-10', '2022-04-12', '2022-04-13', '2022-04-14', '2022-04-15', '2022-04-16', '2022-04-17', '2022-04-19', '2022-04-21', '2022-04-22', '2022-04-24', '2022-05-16']","[2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 22]"
22655,"(723212, 808548, 1108839)","(1, 0, 0)","['2021-12-19', '2021-12-20', '2021-12-22', '2021-12-24']","[1, 2, 2]"
19526,"(1812054, 1812161, 2506566)","(1, 0, 1)","['2022-04-03', '2022-04-04', '2022-04-23', '2023-01-27']","[1, 19, 279]"
21009,"(585030, 2909323, 2964540)","(1, 0, 0)","['2022-03-07', '2022-03-18']",[11]
22856,"(723212, 808548, 1024131)","(1, 0, 0)","['2021-12-25', '2021-12-26', '2021-12-27']","[1, 1]"
21594,"(638331, 1068327, 1330006)","(0, 0, 0)","['2023-09-08', '2023-09-11']",[3]
22538,"(723212, 1179614, 1930276)","(1, 0, 0)","['2021-12-19', '2021-12-26']",[7]
17458,"(464873, 2133109, 2133380)","(0, 1, 0)","['2021-12-20', '2021-12-21']",[1]
15680,"(994505, 1734747, 1734748)","(0, 1, 0)","['2021-12-21', '2021-12-22']",[1]
21257,"(723212, 808548, 1093505)","(1, 0, 0)","['2021-12-21', '2021-12-29']",[8]
20901,"(2021577, 2103318, 4711526)","(0, 1, 0)","['2022-10-23', '2022-11-03']",[11]
20997,"(723212, 800591, 808548)","(1, 0, 0)","['2021-12-22', '2022-01-01']",[10]
22177,"(723212, 808548, 1658376)","(1, 0, 0)","['2021-12-22', '2021-12-23']",[1]
12612,"(992093, 1148371, 4145580)","(1, 0, 0)","['2022-08-12', '2022-09-14']",[33]
22442,"(723212, 808548, 859765)","(1, 0, 0)","['2021-12-24', '2021-12-26']",[2]
23444,"(723212, 808548, 2055765)","(1, 0, 0)","['2021-12-24', '2021-12-25', '2021-12-26', '2022-04-07']","[1, 1, 102]"
23858,"(723212, 800591, 808548)","(1, 0, 0)","['2021-12-24', '2021-12-29']",[5]
23131,"(723212, 808548, 2116105)","(1, 0, 0)","['2021-12-25', '2021-12-30', '2021-12-31', '2022-01-01', '2022-01-03']","[5, 1, 1, 2]"
23971,"(723212, 808548, 1829301)","(1, 0, 0)","['2021-12-25', '2022-01-01']",[7]
23975,"(723212, 808548, 1159365)","(1, 0, 0)","['2021-12-25', '2021-12-26']",[1]
23993,"(723212, 808548, 1074323)","(1, 0, 0)","['2021-12-25', '2021-12-26', '2021-12-28', '2022-01-03', '2022-01-06', '2022-01-07', '2022-04-18', '2022-04-20', '2022-06-21', '2022-09-13']","[1, 2, 6, 3, 1, 101, 2, 62, 84]"
20239,"(1904054, 1907681, 6055160)","(0, 0, 1)","['2023-03-18', '2023-05-12', '2023-05-18']","[55, 6]"
20239,"(1904054, 4407147, 6055160)","(0, 0, 1)","['2023-06-18', '2023-08-15', '2023-08-18', '2023-10-04']","[58, 3, 47]"
20239,"(1907325, 6151848, 6169416)","(0, 0, 0)","['2023-07-09', '2023-08-23']",[45]
20239,"(4407147, 6055160, 6933301)","(0, 1, 0)","['2023-10-05', '2023-10-19']",[14]
23084,"(723212, 758675, 1959013)","(1, 0, 0)","['2022-01-25', '2022-01-26']",[1]
23885,"(723212, 808548, 1971197)","(1, 0, 0)","['2021-12-26', '2022-01-04', '2022-01-06', '2022-01-28', '2022-02-08']","[9, 2, 22, 11]"
24149,"(723212, 808548, 2020001)","(1, 0, 0)","['2021-12-26', '2021-12-29', '2022-01-17']","[3, 19]"
24193,"(723212, 808548, 2202075)","(1, 0, 0)","['2021-12-26', '2021-12-28']",[2]
10671,"(478154, 692976, 1775624)","(0, 0, 0)","['2021-12-27', '2021-12-28']",[1]
19472,"(1780240, 2053220, 3408197)","(0, 0, 0)","['2022-07-04', '2022-08-07']",[34]
22101,"(723212, 808548, 1794096)","(1, 0, 0)","['2021-12-27', '2021-12-30', '2022-03-19', '2022-04-15', '2022-12-29']","[3, 79, 27, 258]"
24132,"(723212, 808548, 1059677)","(1, 0, 0)","['2021-12-27', '2021-12-28', '2022-01-01', '2022-01-02', '2022-01-03', '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-21', '2022-01-25', '2022-03-14', '2022-09-10', '2023-08-24']","[1, 4, 1, 1, 2, 1, 1, 14, 4, 48, 180, 348]"
24257,"(723212, 808548, 1025268)","(1, 0, 0)","['2021-12-27', '2022-01-08', '2022-01-11', '2022-01-14', '2022-01-15']","[12, 3, 3, 1]"
24207,"(723212, 808548, 1071636)","(1, 0, 0)","['2021-12-28', '2022-01-06', '2022-01-09']","[9, 3]"
24379,"(723212, 808548, 838389)","(1, 0, 0)","['2021-12-31', '2022-01-01']",[1]
24595,"(723212, 808548, 2121712)","(1, 0, 0)","['2021-12-31', '2022-01-01', '2022-01-03', '2022-01-05', '2022-01-06', '2022-01-22', '2022-01-23', '2022-03-02', '2022-08-18']","[1, 2, 2, 1, 16, 1, 38, 169]"
24618,"(723212, 808548, 1490312)","(1, 0, 0)","['2021-12-31', '2022-01-04', '2022-01-06']","[4, 2]"
24857,"(723212, 853132, 1362192)","(1, 0, 0)","['2021-12-31', '2022-01-19']",[19]
20316,"(2008660, 5648099, 6055160)","(0, 0, 1)","['2023-05-25', '2023-06-07', '2023-06-08', '2023-06-10', '2023-06-16', '2023-06-21', '2023-07-11', '2023-07-19', '2024-02-11', '2024-03-06', '2024-03-08']","[13, 1, 2, 6, 5, 20, 8, 207, 24, 2]"
19725,"(1020945, 1180545, 3933336)","(0, 0, 1)","['2023-05-29', '2023-05-31']",[2]
19725,"(1287692, 3933336, 7048694)","(0, 1, 0)","['2023-09-04', '2023-10-02']",[28]
23849,"(723212, 1362192, 1836548)","(1, 0, 0)","['2022-01-06', '2022-03-06']",[59]
24391,"(723212, 808548, 2216689)","(1, 0, 0)","['2022-01-02', '2022-01-06']",[4]
19168,"(732880, 1797835, 6872221)","(0, 1, 1)","['2023-08-27', '2023-09-29', '2023-10-18']","[33, 19]"
21132,"(62211, 723212, 856988)","(0, 1, 0)","['2022-01-15', '2023-01-31']",[381]
21132,"(723212, 788119, 856988)","(1, 0, 0)","['2022-01-17', '2023-01-29']",[377]
23447,"(723212, 2066568, 2189859)","(1, 0, 0)","['2022-01-05', '2022-01-17']",[12]
23447,"(2066568, 2189859, 5656489)","(0, 0, 0)","['2023-02-16', '2023-03-01']",[13]
25187,"(795530, 2161733, 2295181)","(0, 0, 1)","['2022-01-06', '2022-01-15']",[9]
25187,"(2161733, 2298306, 2550163)","(0, 0, 1)","['2022-01-23', '2022-02-28', '2022-03-06']","[36, 6]"
25187,"(2161733, 2550163, 2579775)","(0, 1, 0)","['2022-01-24', '2022-04-22', '2022-05-19']","[88, 27]"
25187,"(746869, 2161733, 2550163)","(0, 0, 1)","['2022-01-28', '2022-03-03', '2022-03-16', '2022-04-18', '2022-08-01', '2022-08-02', '2022-09-20', '2022-12-20']","[34, 13, 33, 105, 1, 49, 91]"
25187,"(1318098, 2161733, 2550163)","(0, 0, 1)","['2022-02-02', '2022-04-13', '2022-09-26']","[70, 166]"
25187,"(1745333, 2161733, 2550163)","(0, 0, 1)","['2022-03-10', '2022-04-17']",[38]
25187,"(2161733, 2387664, 2550163)","(0, 1, 1)","['2022-04-10', '2022-04-21', '2022-04-23', '2022-05-10', '2022-05-15', '2022-05-16', '2022-05-17', '2022-05-18', '2022-05-25', '2022-05-26', '2022-05-27', '2022-05-28', '2022-05-29', '2022-05-30', '2022-07-01', '2022-07-03', '2022-07-07', '2022-07-08', '2022-08-04', '2022-08-06', '2022-08-07', '2022-08-10', '2022-08-12', '2022-08-17', '2022-08-18', '2022-08-19', '2022-09-10', '2022-09-11', '2022-09-13', '2022-09-14', '2022-09-15', '2022-09-17', '2022-09-19', '2022-09-21', '2022-09-22', '2022-09-23', '2022-09-24', '2022-09-25', '2022-10-15', '2022-10-16', '2022-10-17', '2022-10-18', '2022-10-22', '2022-10-23', '2022-10-24', '2022-10-25', '2022-10-26', '2022-10-27', '2022-10-28', '2022-10-31', '2022-11-01', '2022-11-02', '2022-11-03', '2022-11-04', '2022-11-06', '2022-11-09', '2022-11-10', '2022-11-13', '2022-11-19', '2022-11-20', '2022-11-21', '2022-11-25', '2022-11-27', '2022-11-29', '2022-11-30', '2022-12-02', '2022-12-03', '2022-12-04', '2022-12-05', '2022-12-06', '2022-12-09', '2022-12-12', '2022-12-13', '2022-12-14', '2022-12-15', '2022-12-16', '2022-12-19', '2022-12-21', '2022-12-23', '2022-12-24', '2022-12-25', '2022-12-26', '2022-12-28', '2022-12-29', '2022-12-30']","[11, 2, 17, 5, 1, 1, 1, 7, 1, 1, 1, 1, 1, 32, 2, 4, 1, 27, 2, 1, 3, 2, 5, 1, 1, 22, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 20, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 3, 1, 3, 6, 1, 1, 4, 2, 2, 1, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 2, 1, 1]"
25187,"(965608, 2161733, 2550163)","(0, 0, 1)","['2022-06-25', '2022-07-06']",[11]
18177,"(1730133, 3107779, 3137329)","(0, 1, 0)","['2022-04-14', '2022-04-15', '2022-04-20', '2022-04-21', '2022-04-23']","[1, 5, 1, 2]"
19515,"(981721, 2385262, 2423092)","(1, 0, 0)","['2022-01-13', '2022-01-16']",[3]
22600,"(723212, 863203, 2074921)","(1, 0, 0)","['2022-01-04', '2022-01-05', '2022-01-06']","[1, 1]"
24848,"(723212, 808548, 2257568)","(1, 0, 0)","['2022-01-04', '2022-01-09', '2022-01-10']","[5, 1]"
25096,"(723212, 808548, 2116105)","(1, 0, 0)","['2022-01-04', '2022-01-23', '2022-01-26']","[19, 3]"
25253,"(723212, 808548, 2039689)","(1, 0, 0)","['2022-01-04', '2022-01-23', '2022-02-04']","[19, 12]"
24623,"(723212, 808548, 1304897)","(1, 0, 0)","['2022-01-05', '2022-08-01']",[208]
25164,"(723212, 808548, 976031)","(1, 0, 0)","['2022-01-05', '2022-01-25']",[20]
25195,"(723212, 808548, 1159730)","(1, 0, 0)","['2022-01-05', '2022-01-07']",[2]
15154,"(1203817, 2867368, 2904937)","(0, 0, 1)","['2022-04-20', '2022-04-22', '2022-04-23']","[2, 1]"
24254,"(723212, 808548, 1136031)","(1, 0, 0)","['2022-01-06', '2022-08-02', '2022-08-14']","[208, 12]"
25434,"(3161212, 5248878, 7496320)","(0, 0, 0)","['2023-12-26', '2023-12-28']",[2]
24994,"(723212, 808548, 1740744)","(1, 0, 0)","['2022-01-07', '2022-04-23', '2022-08-03']","[106, 102]"
19506,"(1011967, 1251829, 1349494)","(0, 0, 0)","['2022-07-05', '2022-07-06']",[1]
19755,"(1229385, 1360687, 1411806)","(0, 0, 0)","['2022-01-19', '2022-02-04']",[16]
25738,"(723212, 808548, 2359745)","(1, 0, 0)","['2022-01-09', '2022-01-17', '2022-01-28', '2022-02-03', '2022-02-07']","[8, 11, 6, 4]"
25738,"(723212, 808548, 1148559)","(1, 0, 0)","['2022-01-24', '2022-03-11']",[46]
19786,"(1076493, 1765097, 2137943)","(0, 0, 0)","['2022-08-01', '2022-12-02']",[123]
25479,"(723212, 1362192, 2266184)","(1, 0, 0)","['2022-01-11', '2022-02-01']",[21]
26166,"(2400455, 2851671, 4772287)","(1, 1, 0)","['2022-10-27', '2022-11-05', '2022-11-22']","[9, 17]"
26166,"(843682, 2400455, 2851671)","(0, 1, 1)","['2022-12-09', '2022-12-20']",[11]
22512,"(2067804, 2143174, 2396249)","(0, 0, 0)","['2022-01-12', '2022-01-14', '2022-01-15', '2022-01-16', '2022-01-21', '2022-01-22', '2022-01-25', '2022-01-27']","[2, 1, 1, 5, 1, 3, 2]"
18585,"(1090211, 1734578, 1859026)","(0, 0, 1)","['2022-12-10', '2022-12-14']",[4]
18585,"(1837117, 1859026, 2630450)","(0, 1, 0)","['2023-01-01', '2023-08-13']",[224]
24686,"(723212, 872797, 1799211)","(1, 0, 0)","['2022-01-13', '2022-01-16']",[3]
25735,"(723212, 791638, 1837317)","(1, 0, 0)","['2022-01-14', '2022-01-16']",[2]
21635,"(725888, 2754024, 3945896)","(0, 0, 0)","['2024-03-01', '2024-03-02']",[1]
26146,"(1848646, 2398383, 2406118)","(0, 1, 0)","['2022-01-15', '2022-01-17']",[2]
26471,"(723212, 808548, 2402363)","(1, 0, 0)","['2022-01-21', '2022-02-05']",[15]
10270,"(858543, 966920, 5284226)","(0, 1, 0)","['2022-12-22', '2022-12-25']",[3]
16658,"(3667037, 4682659, 4682696)","(0, 1, 1)","['2022-11-12', '2022-11-26']",[14]
16658,"(681656, 6060725, 6111248)","(0, 1, 1)","['2023-04-16', '2023-04-17']",[1]
20944,"(3198688, 4114528, 6055160)","(0, 0, 1)","['2023-03-15', '2023-04-30']",[46]
20944,"(2345661, 2712246, 3215854)","(0, 0, 0)","['2023-04-03', '2023-08-12']",[131]
20944,"(2327579, 3198688, 6055160)","(0, 0, 1)","['2023-06-03', '2023-06-08']",[5]
26915,"(1559633, 5724622, 6215102)","(0, 1, 1)","['2023-08-13', '2023-08-14']",[1]
26794,"(723212, 852677, 1960633)","(1, 0, 0)","['2022-01-18', '2022-11-02']",[288]
19678,"(1472433, 1866076, 2904937)","(0, 0, 1)","['2022-04-12', '2022-04-13', '2022-04-14']","[1, 1]"
26714,"(612870, 3896251, 3922341)","(0, 1, 1)","['2022-09-17', '2022-09-18']",[1]
27497,"(723212, 807083, 808548)","(1, 0, 0)","['2022-01-20', '2022-01-22', '2022-01-23', '2022-01-24', '2022-02-03', '2022-02-08', '2022-03-04', '2022-03-11', '2022-04-06', '2022-06-21', '2022-06-30', '2022-08-12', '2022-09-14', '2022-10-17', '2022-11-08']","[2, 1, 1, 10, 5, 24, 7, 26, 76, 9, 43, 33, 33, 22]"
26678,"(723212, 1739963, 4460310)","(1, 0, 0)","['2023-02-04', '2024-03-01']",[391]
27786,"(50497, 697639, 2541155)","(0, 0, 1)","['2022-02-06', '2024-02-14']",[738]
27837,"(2978692, 4416484, 5489353)","(0, 0, 1)","['2023-01-19', '2023-01-20']",[1]
25555,"(1924331, 2853412, 3107779)","(0, 0, 1)","['2022-05-17', '2022-05-19', '2022-05-20']","[2, 1]"
28295,"(723212, 808548, 1342844)","(1, 0, 0)","['2022-01-24', '2022-02-23']",[30]
24336,"(723212, 808548, 1557948)","(1, 0, 0)","['2022-01-25', '2022-07-01', '2023-10-19', '2023-10-27']","[157, 475, 8]"
28307,"(402720, 723212, 818221)","(0, 1, 0)","['2022-01-25', '2022-01-28']",[3]
24184,"(478154, 986011, 1348606)","(0, 0, 0)","['2022-01-26', '2022-02-01', '2022-02-09', '2022-02-28']","[6, 8, 19]"
26312,"(2330997, 3107779, 3127900)","(0, 1, 0)","['2022-04-17', '2022-04-18', '2022-04-22']","[1, 4]"
27989,"(163233, 909567, 984575)","(0, 1, 0)","['2022-05-16', '2023-03-02']",[290]
13034,"(755147, 3433240, 3784276)","(0, 0, 0)","['2022-07-01', '2022-07-03']",[2]
26944,"(1960359, 2728547, 3107779)","(0, 0, 1)","['2022-04-04', '2022-04-05', '2022-04-07']","[1, 2]"
26944,"(1960359, 2728547, 2904937)","(0, 0, 1)","['2022-04-13', '2022-04-14', '2022-04-15']","[1, 1]"
29703,"(723212, 808548, 1998394)","(1, 0, 0)","['2022-03-18', '2022-04-04']",[17]
20492,"(2360052, 4251766, 4251939)","(0, 0, 1)","['2022-08-20', '2022-09-15']",[26]
24145,"(723212, 808548, 1148559)","(1, 0, 0)","['2022-01-31', '2022-02-05']",[5]
29476,"(723212, 1116187, 2279770)","(1, 0, 0)","['2022-01-31', '2022-02-05', '2022-02-12', '2022-02-13']","[5, 7, 1]"
29791,"(723212, 824085, 1654618)","(1, 0, 0)","['2022-02-01', '2022-03-13']",[40]
29791,"(723212, 1654618, 1865358)","(1, 0, 0)","['2022-02-10', '2022-02-23']",[13]
29791,"(723212, 854851, 1654618)","(1, 0, 0)","['2022-04-01', '2023-09-26']",[543]
29025,"(723212, 878616, 2257373)","(1, 0, 0)","['2022-02-03', '2022-02-07']",[4]
29229,"(723212, 808548, 2187917)","(1, 0, 0)","['2022-02-01', '2022-02-11']",[10]
29558,"(723212, 808548, 1591103)","(1, 0, 0)","['2022-02-01', '2022-02-08', '2022-02-11', '2022-03-05', '2022-03-12', '2022-03-19', '2022-04-14', '2022-04-23', '2022-06-21', '2022-08-08', '2022-08-17', '2022-09-15', '2022-10-28', '2023-04-28']","[7, 3, 22, 7, 7, 26, 9, 59, 48, 9, 29, 43, 182]"
30189,"(723212, 2380327, 2666607)","(1, 0, 0)","['2022-02-01', '2022-02-11']",[10]
30358,"(723212, 808548, 1951559)","(1, 0, 0)","['2022-02-01', '2022-02-05', '2022-02-07', '2022-08-21']","[4, 2, 195]"
30533,"(723212, 808548, 925154)","(1, 0, 0)","['2022-02-01', '2022-02-03', '2022-02-10', '2022-05-13', '2022-06-29']","[2, 7, 92, 47]"
30782,"(2687806, 2687807, 2687808)","(0, 1, 1)","['2022-02-01', '2022-09-12', '2023-05-16']","[223, 246]"
30782,"(183601, 2687806, 2687808)","(0, 0, 1)","['2022-02-11', '2022-03-03']",[20]
30782,"(1480551, 2687806, 2687808)","(0, 0, 1)","['2022-03-04', '2022-08-16']",[165]
30782,"(542567, 2687806, 2687808)","(0, 0, 1)","['2022-03-06', '2023-05-19']",[439]
30782,"(7807, 2687806, 2687808)","(0, 0, 1)","['2022-03-13', '2022-06-28', '2022-07-08']","[107, 10]"
30782,"(2687806, 2687808, 3190642)","(0, 1, 0)","['2022-04-06', '2022-04-08']",[2]
30782,"(519724, 2687806, 2687808)","(0, 0, 1)","['2022-04-18', '2022-07-09']",[82]
30782,"(103193, 2687806, 2687808)","(0, 0, 1)","['2022-07-04', '2022-07-05']",[1]
30782,"(2687806, 2687808, 4540508)","(0, 1, 0)","['2022-09-21', '2022-09-23', '2022-09-26', '2022-10-15', '2022-10-18', '2022-10-19', '2022-10-23', '2022-10-25', '2022-10-26', '2022-10-28', '2022-11-06', '2022-11-07', '2022-11-10', '2022-11-13', '2022-11-18', '2022-11-20', '2022-11-21', '2022-11-22', '2022-11-27', '2022-11-30', '2022-12-03', '2022-12-06', '2022-12-08', '2022-12-10', '2022-12-11', '2023-01-03', '2023-01-05', '2023-01-09', '2023-01-10', '2023-01-11', '2023-01-16', '2023-03-19']","[2, 3, 19, 3, 1, 4, 2, 1, 2, 9, 1, 3, 3, 5, 2, 1, 1, 5, 3, 3, 3, 2, 2, 1, 23, 2, 4, 1, 1, 5, 62]"
30782,"(748764, 2687806, 2687808)","(0, 0, 1)","['2022-12-04', '2022-12-05', '2022-12-07']","[1, 2]"
30782,"(2687806, 2687808, 5523367)","(0, 1, 0)","['2023-01-21', '2023-02-13', '2023-02-23', '2023-02-24', '2023-02-28', '2023-03-08', '2023-03-09', '2023-03-12', '2023-04-21', '2023-04-25', '2023-05-08', '2023-05-09', '2023-05-18']","[23, 10, 1, 4, 8, 1, 3, 40, 4, 13, 1, 9]"
30177,"(723212, 932567, 1232248)","(1, 0, 0)","['2022-02-02', '2022-02-03']",[1]
30577,"(723212, 1066908, 1074410)","(1, 0, 0)","['2022-02-26', '2022-03-01']",[3]
25608,"(723212, 770895, 1658465)","(1, 0, 0)","['2022-06-28', '2022-06-30']",[2]
28311,"(723212, 808548, 925154)","(1, 0, 0)","['2022-02-03', '2022-02-10']",[7]
29712,"(723212, 808548, 1903644)","(1, 0, 0)","['2022-02-03', '2022-02-05', '2022-05-16']","[2, 100]"
20007,"(1864691, 2719704, 2733593)","(0, 0, 0)","['2022-02-04', '2022-03-04']",[28]
26304,"(2420364, 3278343, 3278352)","(0, 0, 0)","['2022-04-14', '2022-05-23']",[39]
31031,"(723212, 824085, 2686534)","(1, 0, 0)","['2022-02-05', '2022-03-02']",[25]
22914,"(999928, 1507925, 2912428)","(0, 0, 1)","['2022-05-28', '2022-07-06']",[39]
26703,"(608395, 723212, 2383406)","(0, 1, 0)","['2022-02-05', '2022-02-07']",[2]
28201,"(723212, 1116187, 2279770)","(1, 0, 0)","['2022-02-06', '2022-02-27']",[21]
29715,"(723212, 808548, 2203565)","(1, 0, 0)","['2022-02-05', '2022-02-26', '2022-04-05', '2022-04-06']","[21, 38, 1]"
30498,"(2217421, 2919215, 2919277)","(0, 0, 0)","['2022-02-25', '2022-03-14']",[17]
25905,"(2360052, 4251766, 4251923)","(0, 0, 1)","['2022-08-20', '2022-09-15']",[26]
29314,"(723212, 933365, 2149100)","(1, 0, 0)","['2022-02-12', '2022-03-03']",[19]
31558,"(478154, 2916550, 2927969)","(0, 0, 0)","['2022-03-10', '2022-05-13']",[64]
32974,"(2641070, 2765554, 2765708)","(0, 1, 1)","['2022-02-08', '2022-02-13']",[5]
29040,"(723212, 750625, 944707)","(1, 0, 0)","['2022-09-15', '2022-11-08', '2023-01-11']","[54, 64]"
30302,"(723212, 1362192, 2383734)","(1, 0, 0)","['2022-02-08', '2022-03-03']",[23]
30850,"(723212, 808548, 859765)","(1, 0, 0)","['2022-02-08', '2022-04-11', '2022-06-21', '2022-08-01']","[62, 71, 41]"
32362,"(2756769, 2756772, 3212887)","(0, 0, 1)","['2022-04-08', '2022-04-18']",[10]
32969,"(723212, 2765423, 2792863)","(1, 0, 0)","['2022-02-08', '2022-02-10']",[2]
24168,"(1197941, 2096444, 4600079)","(0, 0, 0)","['2022-12-05', '2022-12-06']",[1]
28037,"(1210056, 1614989, 2624163)","(0, 0, 0)","['2022-09-15', '2022-09-16']",[1]
29859,"(3027306, 3219261, 3279872)","(0, 0, 0)","['2022-04-14', '2022-05-23']",[39]
30123,"(723212, 808548, 2211472)","(1, 0, 0)","['2022-02-11', '2022-02-12']",[1]
26186,"(1495963, 2086845, 3677098)","(0, 0, 1)","['2024-01-04', '2024-01-21']",[17]
30413,"(723212, 808548, 2209071)","(1, 0, 0)","['2022-02-12', '2022-06-23', '2022-08-12']","[131, 50]"
32960,"(723212, 1421792, 2050960)","(1, 0, 0)","['2022-02-27', '2022-03-03']",[4]
27650,"(1349039, 2861272, 5468148)","(0, 0, 0)","['2023-09-07', '2024-03-20']",[195]
27650,"(3940533, 5172315, 6558568)","(1, 0, 1)","['2023-09-23', '2023-09-24']",[1]
34457,"(863259, 2787961, 3090717)","(0, 0, 0)","['2022-09-18', '2022-09-23']",[5]
34988,"(590979, 723212, 2833299)","(0, 1, 0)","['2022-04-13', '2022-05-15']",[32]
16382,"(1140760, 1986468, 2277297)","(0, 1, 0)","['2022-06-30', '2022-07-03', '2023-02-02']","[3, 214]"
16382,"(1986468, 3339487, 3915155)","(1, 0, 0)","['2022-10-25', '2022-10-27']",[2]
16382,"(1986468, 2277297, 5028089)","(1, 0, 0)","['2023-01-04', '2023-01-30']",[26]
16382,"(1986468, 2277297, 3339487)","(1, 0, 0)","['2023-01-13', '2023-04-02']",[79]
21629,"(1178714, 1185609, 3608461)","(0, 0, 1)","['2023-06-09', '2023-06-13']",[4]
24715,"(909567, 1119449, 2226550)","(1, 0, 1)","['2022-09-18', '2022-09-25']",[7]
24715,"(539880, 2226550, 5388368)","(0, 1, 1)","['2023-02-13', '2023-03-04']",[19]
24715,"(753102, 2226550, 6230797)","(0, 1, 1)","['2023-04-17', '2023-10-01']",[167]
24715,"(449690, 2226550, 6230797)","(0, 1, 1)","['2023-05-03', '2023-07-28']",[86]
24715,"(2226550, 6230797, 6575454)","(1, 1, 0)","['2023-05-23', '2023-05-31', '2023-06-02', '2023-06-30']","[8, 2, 28]"
24715,"(1080254, 2226550, 6230797)","(0, 1, 1)","['2023-06-01', '2023-07-25']",[54]
24715,"(1131315, 2226550, 6230797)","(0, 1, 1)","['2023-06-09', '2023-07-11', '2023-10-13', '2023-11-09', '2023-11-16', '2023-12-10']","[32, 94, 27, 7, 24]"
24715,"(539880, 2226550, 6230797)","(0, 1, 1)","['2023-07-03', '2023-07-07', '2023-07-20', '2023-08-01', '2023-08-27', '2023-10-14']","[4, 13, 12, 26, 48]"
24715,"(80093, 2226550, 6230797)","(0, 1, 1)","['2023-07-14', '2023-09-05']",[53]
24715,"(1205504, 2226550, 6230797)","(0, 1, 1)","['2023-07-18', '2023-08-05']",[18]
24715,"(2226550, 4351866, 6230797)","(1, 0, 1)","['2023-08-02', '2023-08-09']",[7]
24715,"(2226550, 5710310, 6230797)","(1, 0, 1)","['2023-09-27', '2023-10-21']",[24]
24715,"(619080, 2226550, 6230797)","(0, 1, 1)","['2023-10-15', '2023-11-19']",[35]
25264,"(2332825, 4153647, 6215102)","(0, 1, 1)","['2023-04-25', '2023-05-12']",[17]
35219,"(1010294, 1997980, 3107779)","(0, 0, 1)","['2022-04-04', '2022-04-05']",[1]
36346,"(1052547, 1070616, 3175049)","(0, 0, 0)","['2022-05-19', '2022-12-28']",[223]
23608,"(585030, 2879225, 2879226)","(1, 0, 0)","['2022-02-22', '2022-02-24', '2022-02-25', '2022-02-28', '2022-03-02']","[2, 1, 3, 2]"
30644,"(723212, 808548, 1495908)","(1, 0, 0)","['2022-02-22', '2022-08-06']",[165]
36305,"(1394534, 3067865, 5667511)","(0, 0, 0)","['2023-12-30', '2024-02-25']",[57]
29691,"(1662534, 2114368, 2114399)","(0, 0, 0)","['2022-03-03', '2022-04-08']",[36]
30704,"(2684353, 2685479, 2721921)","(1, 0, 0)","['2022-03-08', '2022-04-10', '2022-04-11', '2022-04-23']","[33, 1, 12]"
30704,"(2684353, 2685479, 4919958)","(1, 0, 0)","['2022-12-08', '2023-02-07']",[61]
35997,"(478154, 2916550, 2927969)","(0, 0, 0)","['2022-03-10', '2022-05-13']",[64]
36297,"(723212, 1369427, 2860225)","(1, 0, 0)","['2022-02-23', '2022-02-26']",[3]
34241,"(723212, 881259, 2141773)","(1, 0, 0)","['2022-02-24', '2022-02-25', '2022-03-03']","[1, 6]"
24508,"(1852668, 2226155, 4235044)","(0, 0, 1)","['2022-12-08', '2022-12-25']",[17]
27066,"(1843396, 1912252, 2904937)","(0, 0, 1)","['2022-04-19', '2022-04-20', '2022-04-22']","[1, 2]"
37813,"(723212, 925399, 972720)","(1, 0, 0)","['2022-02-25', '2022-11-25']",[273]
37882,"(723212, 2092336, 2901875)","(1, 0, 0)","['2022-02-25', '2022-02-27', '2022-03-02']","[2, 3]"
20273,"(825971, 1932339, 3757298)","(0, 0, 0)","['2022-08-10', '2022-08-14']",[4]
31769,"(723212, 808548, 2735423)","(1, 0, 0)","['2022-02-26', '2022-08-05']",[160]
31840,"(1728308, 2607808, 3107779)","(0, 0, 1)","['2022-04-05', '2022-04-10']",[5]
31840,"(2145701, 3107779, 3243952)","(0, 1, 0)","['2022-04-15', '2022-04-16']",[1]
31840,"(1728308, 2607808, 2904937)","(0, 0, 1)","['2022-04-22', '2022-04-23']",[1]
37670,"(723212, 1181169, 2912475)","(1, 0, 0)","['2022-02-26', '2022-05-21']",[84]
38275,"(723212, 1181169, 2913002)","(1, 0, 0)","['2022-02-26', '2022-03-07']",[9]
28429,"(721267, 723212, 1946070)","(0, 1, 0)","['2022-02-27', '2022-03-09']",[10]
29607,"(723212, 808548, 1620609)","(1, 0, 0)","['2022-04-21', '2022-06-27', '2022-07-10']","[67, 13]"
30057,"(723212, 2256244, 2855736)","(1, 0, 0)","['2022-02-27', '2022-03-10']",[11]
